experiment_id,experiment_number,attack_type,quantum_state,shots,zero_count,one_count,probability_0,probability_1,error_rate,noise_probability,threshold,decision
92bfd1c0-1710-4fd0-a73c-867a3b20bf34,82,PHASE_FLIP,X,1000,23,977,0.023,0.977,0.977,0.02,0.0154,SUSPICIOUS / ATTACK
d0ff7734-9e1a-4ced-b8bb-d357d5509404,82,PHASE_FLIP,Y,1000,14,986,0.014,0.986,0.986,0.02,0.0154,SUSPICIOUS / ATTACK
6967c8ea-36b5-40f4-b003-06feef8e4172,83,PHASE_FLIP,Z,1000,992,8,0.992,0.008,0.008,0.02,0.0154,LEGITIMATE
79a6cb80-f808-493e-9b90-b71e4e7f3290,83,PHASE_FLIP,X,1000,9,991,0.009,0.991,0.991,0.02,0.0154,SUSPICIOUS / ATTACK
bd807fec-7de3-4a2b-a908-363cff1ebefe,83,PHASE_FLIP,Y,1000,13,987,0.013,0.987,0.987,0.02,0.0154,SUSPICIOUS / ATTACK
581438a0-4608-4d2c-a639-9f43de816b3a,84,PHASE_FLIP,Z,1000,995,5,0.995,0.005,0.005,0.02,0.0154,LEGITIMATE
1044438a-cfab-4fcf-a535-1344e2b795a7,84,PHASE_FLIP,X,1000,13,987,0.013,0.987,0.987,0.02,0.0154,SUSPICIOUS / ATTACK
5a40e204-91cb-4521-871d-a70395ff10a9,84,PHASE_FLIP,Y,1000,7,993,0.007,0.993,0.993,0.02,0.0154,SUSPICIOUS / ATTACK
670ecf28-2be4-4aca-a776-f747a7428b67,85,PHASE_FLIP,Z,1000,993,7,0.993,0.007,0.007,0.02,0.0154,LEGITIMATE
b667c974-c626-460a-9c13-b37bba575a55,85,PHASE_FLIP,X,1000,7,993,0.007,0.993,0.993,0.02,0.0154,SUSPICIOUS / ATTACK
c569046d-ed51-4828-8c61-2aa4983aa309,85,PHASE_FLIP,Y,1000,9,991,0.009,0.991,0.991,0.02,0.0154,SUSPICIOUS / ATTACK
0a7d355e-fc8f-4ecd-913a-e866ad776322,86,PHASE_FLIP,Z,1000,992,8,0.992,0.008,0.008,0.02,0.0154,LEGITIMATE
e66ed641-e46a-4df6-9969-299b4f3da2b8,86,PHASE_FLIP,X,1000,17,983,0.017,0.983,0.983,0.02,0.0154,SUSPICIOUS / ATTACK
77436712-59a0-46c5-961c-bbde8a8e70c3,86,PHASE_FLIP,Y,1000,7,993,0.007,0.993,0.993,0.02,0.0154,SUSPICIOUS / ATTACK
8f2ad8e6-df2e-43eb-a233-e454a4ab8729,87,PHASE_FLIP,Z,1000,993,7,0.993,0.007,0.007,0.02,0.0154,LEGITIMATE
967e6a15-6d17-46d0-a284-37e9b5798804,87,PHASE_FLIP,X,1000,7,993,0.007,0.993,0.993,0.02,0.0154,SUSPICIOUS / ATTACK
e9131675-4d7c-4d15-b7e8-f8d386401db5,87,PHASE_FLIP,Y,1000,6,994,0.006,0.994,0.994,0.02,0.0154,SUSPICIOUS / ATTACK
63eaaca0-b44d-4018-ab30-41a1d53b5df4,88,PHASE_FLIP,Z,1000,990,10,0.99,0.01,0.01,0.02,0.0154,LEGITIMATE
198cea15-8698-48f6-bd54-84785656f013,88,PHASE_FLIP,X,1000,15,985,0.015,0.985,0.985,0.02,0.0154,SUSPICIOUS / ATTACK
0f081ea2-1868-4279-9e27-e30fb7b4edd8,88,PHASE_FLIP,Y,1000,6,994,0.006,0.994,0.994,0.02,0.0154,SUSPICIOUS / ATTACK
9bfc687b-d6ad-4134-bd0f-eddeba7dd1bf,89,PHASE_FLIP,Z,1000,990,10,0.99,0.01,0.01,0.02,0.0154,LEGITIMATE
444ebef7-ae39-40b5-a2d3-439613e86926,89,PHASE_FLIP,X,1000,9,991,0.009,0.991,0.991,0.02,0.0154,SUSPICIOUS / ATTACK
c143aed3-3750-4ebc-a09d-ed04f5b86b0d,89,PHASE_FLIP,Y,1000,9,991,0.009,0.991,0.991,0.02,0.0154,SUSPICIOUS / ATTACK
28dd03ea-d1d2-4085-a5fd-92ef994b7c53,90,PHASE_FLIP,Z,1000,992,8,0.992,0.008,0.008,0.02,0.0154,LEGITIMATE
7d551d3c-b77a-47bd-83df-f6799897e7b5,90,PHASE_FLIP,X,1000,7,993,0.007,0.993,0.993,0.02,0.0154,SUSPICIOUS / ATTACK
8a2cb997-5040-402c-9d1e-19a5f4aa04f0,90,PHASE_FLIP,Y,1000,8,992,0.008,0.992,0.992,0.02,0.0154,SUSPICIOUS / ATTACK
850819ad-aea8-4499-970a-33b55c642239,91,BIT_PHASE_FLIP,Z,1000,6,994,0.006,0.994,0.994,0.02,0.0154,SUSPICIOUS / ATTACK
c53ab62f-fbe7-4555-9896-a420e5dc0e0b,91,BIT_PHASE_FLIP,X,1000,8,992,0.008,0.992,0.992,0.02,0.0154,SUSPICIOUS / ATTACK
816e95bd-0977-40cc-9ece-f4750083279c,91,BIT_PHASE_FLIP,Y,1000,989,11,0.989,0.011,0.011,0.02,0.0154,LEGITIMATE
0dd02143-d101-4658-a453-4e0c4f4719ad,92,BIT_PHASE_FLIP,Z,1000,6,994,0.006,0.994,0.994,0.02,0.0154,SUSPICIOUS / ATTACK
64aa48c7-7a4d-47b2-96fb-25b236b7517e,92,BIT_PHASE_FLIP,X,1000,12,988,0.012,0.988,0.988,0.02,0.0154,SUSPICIOUS / ATTACK
13cad78e-791f-4d0f-9cb7-8ae006d2b934,92,BIT_PHASE_FLIP,Y,1000,990,10,0.99,0.01,0.01,0.02,0.0154,LEGITIMATE
d98712e7-c0b0-4c4e-a11a-9226c9df06ee,93,BIT_PHASE_FLIP,Z,1000,10,990,0.01,0.99,0.99,0.02,0.0154,SUSPICIOUS / ATTACK
793c47a8-23f2-4419-982a-291290106222,93,BIT_PHASE_FLIP,X,1000,6,994,0.006,0.994,0.994,0.02,0.0154,SUSPICIOUS / ATTACK
c6422994-58ee-4ffa-a0a7-53755cb61f3c,93,BIT_PHASE_FLIP,Y,1000,995,5,0.995,0.005,0.005,0.02,0.0154,LEGITIMATE
94a6ff48-a924-4405-b96a-e3967ba0bf58,94,BIT_PHASE_FLIP,Z,1000,6,994,0.006,0.994,0.994,0.02,0.0154,SUSPICIOUS / ATTACK
c7ad797e-610d-4749-a7f2-3607814a7fe4,94,BIT_PHASE_FLIP,X,1000,9,991,0.009,0.991,0.991,0.02,0.0154,SUSPICIOUS / ATTACK
775baa89-f0a5-44da-b263-0dbcdd5ba3e3,94,BIT_PHASE_FLIP,Y,1000,992,8,0.992,0.008,0.008,0.02,0.0154,LEGITIMATE
8e4c7db0-ce43-4584-857c-c36a817130d9,95,BIT_PHASE_FLIP,Z,1000,10,990,0.01,0.99,0.99,0.02,0.0154,SUSPICIOUS / ATTACK
9c9cdf37-bcc0-4f06-a1db-a43d0d67ccfa,95,BIT_PHASE_FLIP,X,1000,13,987,0.013,0.987,0.987,0.02,0.0154,SUSPICIOUS / ATTACK
f21abc19-5a30-4280-98e7-3ce3257532b9,95,BIT_PHASE_FLIP,Y,1000,990,10,0.99,0.01,0.01,0.02,0.0154,LEGITIMATE
e75c467a-daf4-42cd-9956-e20b358678d3,96,BIT_PHASE_FLIP,Z,1000,10,990,0.01,0.99,0.99,0.02,0.0154,SUSPICIOUS / ATTACK
62e42921-1f6e-49c8-89f1-d0e5e7d01571,96,BIT_PHASE_FLIP,X,1000,14,986,0.014,0.986,0.986,0.02,0.0154,SUSPICIOUS / ATTACK
a86e1221-9917-4327-936b-07142e8a5979,96,BIT_PHASE_FLIP,Y,1000,987,13,0.987,0.013,0.013,0.02,0.0154,LEGITIMATE
4fd631dd-7d39-487e-b039-6e60f999e761,97,BIT_PHASE_FLIP,Z,1000,14,986,0.014,0.986,0.986,0.02,0.0154,SUSPICIOUS / ATTACK
67169bdf-829c-4d78-88f5-ab88809e892e,97,BIT_PHASE_FLIP,X,1000,8,992,0.008,0.992,0.992,0.02,0.0154,SUSPICIOUS / ATTACK
a058f7c0-b0ad-4d38-bfb4-2a55a6e1c31e,97,BIT_PHASE_FLIP,Y,1000,992,8,0.992,0.008,0.008,0.02,0.0154,LEGITIMATE
ec7e5762-7873-4648-a5c0-901efb6b0e9c,98,BIT_PHASE_FLIP,Z,1000,10,990,0.01,0.99,0.99,0.02,0.0154,SUSPICIOUS / ATTACK
9f7b26c9-df78-459d-af38-7de69b589d20,98,BIT_PHASE_FLIP,X,1000,8,992,0.008,0.992,0.992,0.02,0.0154,SUSPICIOUS / ATTACK
ecc7ffee-6e5c-48d5-8deb-bab304d7634f,98,BIT_PHASE_FLIP,Y,1000,984,16,0.984,0.016,0.016,0.02,0.0154,SUSPICIOUS / ATTACK
edfe459a-9c4d-43f2-825a-f3573d72d630,99,BIT_PHASE_FLIP,Z,1000,13,987,0.013,0.987,0.987,0.02,0.0154,SUSPICIOUS / ATTACK
3691d8b1-d8bf-4fa5-a569-70f1fc996872,99,BIT_PHASE_FLIP,X,1000,12,988,0.012,0.988,0.988,0.02,0.0154,SUSPICIOUS / ATTACK
ef4c5588-ec02-4c26-9929-30b983ce02ae,99,BIT_PHASE_FLIP,Y,1000,992,8,0.992,0.008,0.008,0.02,0.0154,LEGITIMATE
d0c9dcf8-6957-41cc-886b-fe41f5431c9d,100,BIT_PHASE_FLIP,Z,1000,14,986,0.014,0.986,0.986,0.02,0.0154,SUSPICIOUS / ATTACK
e66c6257-3445-458b-ab1b-52121bd62b1f,100,BIT_PHASE_FLIP,X,1000,8,992,0.008,0.992,0.992,0.02,0.0154,SUSPICIOUS / ATTACK
6d09183c-e3f1-42db-b7bc-725fd2caadcb,100,BIT_PHASE_FLIP,Y,1000,990,10,0.99,0.01,0.01,0.02,0.0154,LEGITIMATE
caf8f1b7-ca49-40e4-90dd-1b92375e64e4,101,BIT_PHASE_FLIP,Z,1000,5,995,0.005,0.995,0.995,0.02,0.0154,SUSPICIOUS / ATTACK
112c0e56-4a95-4102-a639-ba3a5b6362c5,101,BIT_PHASE_FLIP,X,1000,4,996,0.004,0.996,0.996,0.02,0.0154,SUSPICIOUS / ATTACK
efcfc5c1-e758-4e14-8405-90305649f832,101,BIT_PHASE_FLIP,Y,1000,987,13,0.987,0.013,0.013,0.02,0.0154,LEGITIMATE
fdad6543-4b94-42c1-bd16-cb822643e560,102,BIT_PHASE_FLIP,Z,1000,15,985,0.015,0.985,0.985,0.02,0.0154,SUSPICIOUS / ATTACK
2883c204-4a6e-48bf-a22a-3acbb9073999,102,BIT_PHASE_FLIP,X,1000,16,984,0.016,0.984,0.984,0.02,0.0154,SUSPICIOUS / ATTACK
311d2db0-ee82-4b84-a236-55011f8a94b4,102,BIT_PHASE_FLIP,Y,1000,992,8,0.992,0.008,0.008,0.02,0.0154,LEGITIMATE
3f8a82e0-4b47-4112-ba20-be6b9f8e19d5,103,BIT_PHASE_FLIP,Z,1000,10,990,0.01,0.99,0.99,0.02,0.0154,SUSPICIOUS / ATTACK
8ff7144f-0193-41da-b326-95c6414172c3,103,BIT_PHASE_FLIP,X,1000,7,993,0.007,0.993,0.993,0.02,0.0154,SUSPICIOUS / ATTACK
689075ff-c176-45a2-9add-f0c44a2c2779,103,BIT_PHASE_FLIP,Y,1000,988,12,0.988,0.012,0.012,0.02,0.0154,LEGITIMATE
21754a1d-6d62-435c-89b7-9387cd3ed548,104,BIT_PHASE_FLIP,Z,1000,12,988,0.012,0.988,0.988,0.02,0.0154,SUSPICIOUS / ATTACK
8c60f3ff-08c7-48bc-85c1-a73888827a0a,104,BIT_PHASE_FLIP,X,1000,9,991,0.009,0.991,0.991,0.02,0.0154,SUSPICIOUS / ATTACK
a6d7a39b-dc0f-456a-a404-ce10d15df7f3,104,BIT_PHASE_FLIP,Y,1000,994,6,0.994,0.006,0.006,0.02,0.0154,LEGITIMATE
24d0154f-28f6-4b16-896a-f6100abbf9ee,105,BIT_PHASE_FLIP,Z,1000,9,991,0.009,0.991,0.991,0.02,0.0154,SUSPICIOUS / ATTACK
b838eab7-ed97-490a-aa49-c1989de59a86,105,BIT_PHASE_FLIP,X,1000,8,992,0.008,0.992,0.992,0.02,0.0154,SUSPICIOUS / ATTACK
6eda9e23-db67-43e9-b801-ca45ed431546,105,BIT_PHASE_FLIP,Y,1000,985,15,0.985,0.015,0.015,0.02,0.0154,LEGITIMATE
cc01f3a3-58c7-4407-8818-556f9a3d1f82,106,BIT_PHASE_FLIP,Z,1000,3,997,0.003,0.997,0.997,0.02,0.0154,SUSPICIOUS / ATTACK
0d745c6b-34b7-4dcb-882d-ca328a0ff6a8,106,BIT_PHASE_FLIP,X,1000,7,993,0.007,0.993,0.993,0.02,0.0154,SUSPICIOUS / ATTACK
a7155fd5-dd7d-4fca-8301-3ffc976269ff,106,BIT_PHASE_FLIP,Y,1000,990,10,0.99,0.01,0.01,0.02,0.0154,LEGITIMATE
692b603c-7abe-45f1-b3a4-a9f7842eb899,107,BIT_PHASE_FLIP,Z,1000,9,991,0.009,0.991,0.991,0.02,0.0154,SUSPICIOUS / ATTACK
7042d807-ad4a-4a54-96aa-9983e5f1bde6,107,BIT_PHASE_FLIP,X,1000,9,991,0.009,0.991,0.991,0.02,0.0154,SUSPICIOUS / ATTACK
f3c21d26-9d7b-47f2-9f44-a9240be69e91,107,BIT_PHASE_FLIP,Y,1000,991,9,0.991,0.009,0.009,0.02,0.0154,LEGITIMATE
a2c4cfbb-97c2-4091-9d9a-465c5f3f5258,108,BIT_PHASE_FLIP,Z,1000,8,992,0.008,0.992,0.992,0.02,0.0154,SUSPICIOUS / ATTACK
f15d7304-f8d9-46f2-970a-63f5120a4025,108,BIT_PHASE_FLIP,X,1000,11,989,0.011,0.989,0.989,0.02,0.0154,SUSPICIOUS / ATTACK
81e3fbf8-9879-4cc3-af2e-1d91a5d9a051,108,BIT_PHASE_FLIP,Y,1000,985,15,0.985,0.015,0.015,0.02,0.0154,LEGITIMATE
91a64433-eee7-4817-911d-1e2b1a5211eb,109,BIT_PHASE_FLIP,Z,1000,14,986,0.014,0.986,0.986,0.02,0.0154,SUSPICIOUS / ATTACK
8124da38-821d-4794-a993-823dec160a3f,109,BIT_PHASE_FLIP,X,1000,16,984,0.016,0.984,0.984,0.02,0.0154,SUSPICIOUS / ATTACK
326b13b8-1a70-49ff-876d-c39357d77c7c,109,BIT_PHASE_FLIP,Y,1000,988,12,0.988,0.012,0.012,0.02,0.0154,LEGITIMATE
32d9818c-e219-4053-8baf-dbfca5de4366,110,BIT_PHASE_FLIP,Z,1000,9,991,0.009,0.991,0.991,0.02,0.0154,SUSPICIOUS / ATTACK
341cdefc-6a11-433a-933b-e8b614168dbb,110,BIT_PHASE_FLIP,X,1000,10,990,0.01,0.99,0.99,0.02,0.0154,SUSPICIOUS / ATTACK
dff0d498-0094-4035-ad32-f5797387501b,110,BIT_PHASE_FLIP,Y,1000,991,9,0.991,0.009,0.009,0.02,0.0154,LEGITIMATE
69e6366c-3a91-4e94-9d24-f494a55d47d3,111,BIT_PHASE_FLIP,Z,1000,9,991,0.009,0.991,0.991,0.02,0.0154,SUSPICIOUS / ATTACK
0635ce97-883a-46b5-b006-9747cf4f0883,111,BIT_PHASE_FLIP,X,1000,8,992,0.008,0.992,0.992,0.02,0.0154,SUSPICIOUS / ATTACK
02d34fc8-174e-46f1-899a-e79735a8a35f,111,BIT_PHASE_FLIP,Y,1000,991,9,0.991,0.009,0.009,0.02,0.0154,LEGITIMATE
206215e7-9dc6-4a45-8cb8-23afcce8824d,112,BIT_PHASE_FLIP,Z,1000,8,992,0.008,0.992,0.992,0.02,0.0154,SUSPICIOUS / ATTACK
d15a1647-193b-4023-a15d-5a96c518b24b,112,BIT_PHASE_FLIP,X,1000,13,987,0.013,0.987,0.987,0.02,0.0154,SUSPICIOUS / ATTACK
2b7a3d8d-a370-4cce-aa24-9ee19f21d50e,112,BIT_PHASE_FLIP,Y,1000,991,9,0.991,0.009,0.009,0.02,0.0154,LEGITIMATE
d8178155-4ac8-418e-8401-d81cbf174e54,113,BIT_PHASE_FLIP,Z,1000,13,987,0.013,0.987,0.987,0.02,0.0154,SUSPICIOUS / ATTACK
26006a3e-38c4-40e4-b7a5-9f788234ed4d,113,BIT_PHASE_FLIP,X,1000,13,987,0.013,0.987,0.987,0.02,0.0154,SUSPICIOUS / ATTACK
6b159fc4-c44c-4652-b094-da10a32a9e2c,113,BIT_PHASE_FLIP,Y,1000,990,10,0.99,0.01,0.01,0.02,0.0154,LEGITIMATE
06ec68e2-031c-4b06-a32c-2c60e4a480d1,114,BIT_PHASE_FLIP,Z,1000,7,993,0.007,0.993,0.993,0.02,0.0154,SUSPICIOUS / ATTACK
e3fc428d-8a08-4ddf-a658-8effeedf24c5,114,BIT_PHASE_FLIP,X,1000,6,994,0.006,0.994,0.994,0.02,0.0154,SUSPICIOUS / ATTACK
3465acda-bef1-474e-9664-92809f6fe05d,114,BIT_PHASE_FLIP,Y,1000,995,5,0.995,0.005,0.005,0.02,0.0154,LEGITIMATE
8f045e48-6be8-489f-a72b-da896b250a12,115,BIT_PHASE_FLIP,Z,1000,4,996,0.004,0.996,0.996,0.02,0.0154,SUSPICIOUS / ATTACK
9e256d77-42d0-4e54-95e4-782569a9979d,115,BIT_PHASE_FLIP,X,1000,12,988,0.012,0.988,0.988,0.02,0.0154,SUSPICIOUS / ATTACK
64cd20ac-2ece-42d2-adfb-28d1023210ad,115,BIT_PHASE_FLIP,Y,1000,989,11,0.989,0.011,0.011,0.02,0.0154,LEGITIMATE
cfd9ff55-ef25-4068-b360-4ae220cff9f9,116,BIT_PHASE_FLIP,Z,1000,12,988,0.012,0.988,0.988,0.02,0.0154,SUSPICIOUS / ATTACK
28697f3a-c5b2-4100-a3bc-3f432457e1fb,116,BIT_PHASE_FLIP,X,1000,14,986,0.014,0.986,0.986,0.02,0.0154,SUSPICIOUS / ATTACK
3269d62e-ff6b-448e-b16d-04c11c46866b,116,BIT_PHASE_FLIP,Y,1000,986,14,0.986,0.014,0.014,0.02,0.0154,LEGITIMATE
b00cf644-bfa0-438a-a335-e8b453ecf600,117,BIT_PHASE_FLIP,Z,1000,16,984,0.016,0.984,0.984,0.02,0.0154,SUSPICIOUS / ATTACK
9ebf8f62-eb5d-4def-b6e9-8f0609f49590,117,BIT_PHASE_FLIP,X,1000,11,989,0.011,0.989,0.989,0.02,0.0154,SUSPICIOUS / ATTACK
fdaf1648-1eaf-49f5-9776-368ae444d5e5,117,BIT_PHASE_FLIP,Y,1000,993,7,0.993,0.007,0.007,0.02,0.0154,LEGITIMATE
6d2dd10a-e8b0-47e5-8032-88178737766d,118,BIT_PHASE_FLIP,Z,1000,5,995,0.005,0.995,0.995,0.02,0.0154,SUSPICIOUS / ATTACK
5d53febc-6c67-4943-8882-997eeb91ac41,118,BIT_PHASE_FLIP,X,1000,8,992,0.008,0.992,0.992,0.02,0.0154,SUSPICIOUS / ATTACK
3475fcb0-efff-4e52-80d9-a17a21eb58ec,118,BIT_PHASE_FLIP,Y,1000,989,11,0.989,0.011,0.011,0.02,0.0154,LEGITIMATE
c9dbee88-04b8-4686-a3d5-6437e99278db,119,BIT_PHASE_FLIP,Z,1000,11,989,0.011,0.989,0.989,0.02,0.0154,SUSPICIOUS / ATTACK
abf43e1c-7329-4c95-a216-e4149d85c573,119,BIT_PHASE_FLIP,X,1000,10,990,0.01,0.99,0.99,0.02,0.0154,SUSPICIOUS / ATTACK
1c06aabe-a2af-46a6-854f-bf1e6781e58c,119,BIT_PHASE_FLIP,Y,1000,989,11,0.989,0.011,0.011,0.02,0.0154,LEGITIMATE
a44dba48-a6d8-4f4d-b20c-d7742a13ee88,120,BIT_PHASE_FLIP,Z,1000,10,990,0.01,0.99,0.99,0.02,0.0154,SUSPICIOUS / ATTACK
c0038565-8d0b-4a0f-9dfc-9413492447f5,120,BIT_PHASE_FLIP,X,1000,11,989,0.011,0.989,0.989,0.02,0.0154,SUSPICIOUS / ATTACK
ed348bad-ace1-4da0-8528-41bc399db162,120,BIT_PHASE_FLIP,Y,1000,988,12,0.988,0.012,0.012,0.02,0.0154,LEGITIMATE
